Book,Page,Chapter,POV,NUN,FullName
Fire and Blood Vol. 1,245,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,UN,"Young lady of negotiable virtue, concubine of Rego Draz"
Fire and Blood Vol. 1,245,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,US,Guard in a watchtower who sees Balerion coming back to King's Landing
Fire and Blood Vol. 1,254,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,UN,"Towers of Harrenhal, son of Lord Jordan Towers and 1st older brother of Maegor Towers"
Fire and Blood Vol. 1,254,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,UN,"Towers of Harrenhal, other son(s) of Lord Jordan Towers and other older brother(s) of Maegor Towers"
Fire and Blood Vol. 1,254,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,US,Cook of Lord Maegor Towers
Fire and Blood Vol. 1,254,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,US,1st of the 3 elderly men-at-arms in service of Lord Maegor Towers
Fire and Blood Vol. 1,254,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,US,1st of the 3 elderly men-at-arms in service of Lord Maegor Towers
Fire and Blood Vol. 1,254,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,US,1st of the 3 elderly men-at-arms in service of Lord Maegor Towers
Fire and Blood Vol. 1,255,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,Named,"Lord Bywin Strong, the first Lord Strong of Harrenhal"
Fire and Blood Vol. 1,255,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,US,1st wet nurse of Prince Baelon Targaryen
Fire and Blood Vol. 1,255,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,US,Other wet nurse(s) of Prince Baelon Targaryen
Fire and Blood Vol. 1,256,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,UN,"Master-at-arms at the Red Keep, instructor of Prince Aemon and Prince Baelon Targaryen"
Fire and Blood Vol. 1,257,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,US,1st of the 6 men escorting Septon Barth when he visited the Sealord of Braavos in 57 AC
Fire and Blood Vol. 1,257,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,US,2nd of the 6 men escorting Septon Barth when he visited the Sealord of Braavos in 57 AC
Fire and Blood Vol. 1,257,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,US,3rd of the 6 men escorting Septon Barth when he visited the Sealord of Braavos in 57 AC
Fire and Blood Vol. 1,257,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,US,4th of the 6 men escorting Septon Barth when he visited the Sealord of Braavos in 57 AC
Fire and Blood Vol. 1,257,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,US,5th of the 6 men escorting Septon Barth when he visited the Sealord of Braavos in 57 AC
Fire and Blood Vol. 1,257,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,US,6th of the 6 men escorting Septon Barth when he visited the Sealord of Braavos in 57 AC
Fire and Blood Vol. 1,260,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,US,Envoy from Pentos to Jaehaerys I Targaryen
Fire and Blood Vol. 1,260,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,US,Envoy from Tyrosh to Jaehaerys I Targaryen
Fire and Blood Vol. 1,260,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,UN,Archon of Tyrosh in 58 AC (he may be the same as in 49 AC and 56 AC)
Fire and Blood Vol. 1,260,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,UN,"Prince of Pentos, in 58 AC"
Fire and Blood Vol. 1,261,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,UN,"1st lady-in-waiting of Queen Alysanne Targaryen, betrothed to a younger son of Lord Theomore Manderly"
Fire and Blood Vol. 1,261,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,UN,"2nd lady-in-waiting of Queen Alysanne Targaryen, betrothed to a younger son of Lord Theomore Manderly"
Fire and Blood Vol. 1,261,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,UN,"3rd lady-in-waiting of Queen Alysanne Targaryen, betrothed to a nephew of Lord Theomore Manderly"
Fire and Blood Vol. 1,261,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,UN,"Manderly, 1st young son of Lord Theormore Manderly betrothed to one of Queen Alysanne Targaryen's lady-in-waiting"
Fire and Blood Vol. 1,261,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,UN,"Manderly, 2nd young son of Lord Theormore Manderly betrothed to one of Queen Alysanne Targaryen's lady-in-waiting"
Fire and Blood Vol. 1,261,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,UN,"Manderly, nephew of Lord Theormore Manderly betrothed to one of Queen Alysanne Targaryen's lady-in-waiting"
Fire and Blood Vol. 1,261,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,UN,"Manderly, eldest daughter of Lord Theormore Manderly who join Queen Alysanne's party"
Fire and Blood Vol. 1,261,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,UN,"Manderly, 1st niece of Lord Theomore Manderly who join Queen Alysanne's party"
Fire and Blood Vol. 1,261,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,UN,"Manderly, 2nd niece of Lord Theomore Manderly who join Queen Alysanne's party"
Fire and Blood Vol. 1,261,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,UN,"Manderly, 3rd niece of Lord Theomore Manderly who join Queen Alysanne's party"
Fire and Blood Vol. 1,261,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,Named,"Jessamyn Manderly, youngest daughter of Lord Theomore Manderly"
Fire and Blood Vol. 1,261,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,US,Wildling girl who had been captured by rangers north of the Wall and given to one of Lord Manderly’s household knights to foster
Fire and Blood Vol. 1,261,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,UN,Household knight of Lord Theomore Manderly who foster the wildling girl
Fire and Blood Vol. 1,261,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,UN,"Stark, 1st son of Lord Alaric Stark"
Fire and Blood Vol. 1,261,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,UN,"Stark, 2nd son of Lord Alaric Stark"
Fire and Blood Vol. 1,261,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,US,Fool of Lord Theomore Manderly
Fire and Blood Vol. 1,262,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,UN,"Lady Mormont/Stark, wife of Lord Alaric Stark"
Fire and Blood Vol. 1,262,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,Named,Alarra Stark
Fire and Blood Vol. 1,263,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,US,Pentoshi guardsman who was killed by Tyroshi men in King's Landing
Fire and Blood Vol. 1,263,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,UN,"Lord Umber, in 58 AC"
Fire and Blood Vol. 1,264,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,Named,Lord Commander Lothor Burley
Fire and Blood Vol. 1,264,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,US,1st of the 12 ragged survivors of the fight between a raiding party of Free Folk and the Night's Watch
Fire and Blood Vol. 1,264,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,US,2nd of the 12 ragged survivors of the fight between a raiding party of Free Folk and the Night's Watch
Fire and Blood Vol. 1,264,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,US,3rd of the 12 ragged survivors of the fight between a raiding party of Free Folk and the Night's Watch
Fire and Blood Vol. 1,264,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,US,4th of the 12 ragged survivors of the fight between a raiding party of Free Folk and the Night's Watch
Fire and Blood Vol. 1,264,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,US,5th of the 12 ragged survivors of the fight between a raiding party of Free Folk and the Night's Watch
Fire and Blood Vol. 1,264,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,US,6th of the 12 ragged survivors of the fight between a raiding party of Free Folk and the Night's Watch
Fire and Blood Vol. 1,264,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,US,7th of the 12 ragged survivors of the fight between a raiding party of Free Folk and the Night's Watch
Fire and Blood Vol. 1,264,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,US,8th of the 12 ragged survivors of the fight between a raiding party of Free Folk and the Night's Watch
Fire and Blood Vol. 1,264,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,US,9th of the 12 ragged survivors of the fight between a raiding party of Free Folk and the Night's Watch
Fire and Blood Vol. 1,264,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,US,10th of the 12 ragged survivors of the fight between a raiding party of Free Folk and the Night's Watch
Fire and Blood Vol. 1,264,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,US,11th of the 12 ragged survivors of the fight between a raiding party of Free Folk and the Night's Watch
Fire and Blood Vol. 1,264,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,US,12th of the 12 ragged survivors of the fight between a raiding party of Free Folk and the Night's Watch
Fire and Blood Vol. 1,265,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,Named,Benton Glover
Fire and Blood Vol. 1,268,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,UN,Lord Dustin in 58 AC
Fire and Blood Vol. 1,268,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,US,A girl in Mole's Town who tell her tragic life story to Alysanne Targaryen
Fire and Blood Vol. 1,269,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,US,"Father of the girl, a blacksmith"
Fire and Blood Vol. 1,269,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,US,The apprentice of the blacksmith and husband of the girl
Fire and Blood Vol. 1,269,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,UN,Lord who use his right of the first night to took the girl's maidenhead 
Fire and Blood Vol. 1,273,Jaehaerys and Alysanne - Their Triumphs and Tragedies,Archmaester Gyldayn,Named,Arthor Oakheart
Fire and Blood Vol. 1,274,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,US,Custom officer at Oldtown in 59 AC
Fire and Blood Vol. 1,278,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,US,Mate on the Lady Meredith who dies due to being bitten by a fly
Fire and Blood Vol. 1,280,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,UN,Lord who commanded his men to build fire around him so he might be protected from the Shivers in 59 AC
Fire and Blood Vol. 1,280,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,UN,"Lord Celtigar, the son and heir of Lord Edwell Celtigar who died 3 days after his fahter from the Shivers"
Fire and Blood Vol. 1,280,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,UN,Lord Staunton who dies from the Shivers in 59 AC
Fire and Blood Vol. 1,280,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,UN,"Lady wife of Lord Staunton, she dies from the Shivers in 59 AC"
Fire and Blood Vol. 1,280,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,UN,"Staunton, eldest child of Lord Staunton, he/she dies from the Shivers in 59 AC"
Fire and Blood Vol. 1,280,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,UN,"Staunton, other child(ren) of Lord Staunton, he/she/they dies from the Shivers in 59 AC"
Fire and Blood Vol. 1,280,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,UN,1st daughter of Lord Daemon Velaryon to die on Driftmark from the Shivers (she may be Larissa but I doubt it as it is noted in 55 AC that Larissa prefered to stay at Greenstone with her daughter. Thus Larissa wouldn't be on Driftmark when the Shivers hit the island)
Fire and Blood Vol. 1,280,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,UN,2nd daughter of Lord Daemon Velaryon to die on Driftmark from the Shivers
Fire and Blood Vol. 1,280,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,UN,3rd daughter of Lord Daemon Velaryon to die on Driftmark from the Shivers
Fire and Blood Vol. 1,280,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,UN,Lord Bar Emmon who dies from the Shivers in 59 AC (he may be Lord Bar Emmon in 48 AC)
Fire and Blood Vol. 1,280,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,UN,Lord Rosby who dies from the Shivers in 59 AC (he may be Lord Rosby in 50 AC)
Fire and Blood Vol. 1,280,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,Named,Lady Jirelle Mooton
Fire and Blood Vol. 1,281,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,UN,Lord Marbrand who dies from the Shivers in 59 AC
Fire and Blood Vol. 1,281,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,UN,Lord Tarbeck who dies from the Shivers in 59 AC
Fire and Blood Vol. 1,281,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,UN,Lord Westerling who dies from the Shivers in 59 AC
Fire and Blood Vol. 1,281,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,UN,Wife of Borys Baratheon who dies from the Shivers in 59 AC
Fire and Blood Vol. 1,281,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,UN,Wife of Garon Baratheon who dies from the Shivers in 59 AC
Fire and Blood Vol. 1,281,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,UN,Wife of Eustace Hightower who dies from the Shivers in 59 AC
Fire and Blood Vol. 1,281,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,UN,"Hightower, eldest child of Eustace Hightower who dies from the Shivers in 59 AC"
Fire and Blood Vol. 1,281,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,UN,"Hightower, other child(ren) of Eustace Hightower who dies from the Shivers in 59 AC"
Fire and Blood Vol. 1,281,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,US,High Septon who dies from the Shivers in 59 AC (he may be Septon Alfyn or the little brother of Lord Donnel Hightower)
Fire and Blood Vol. 1,282,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,US,Other concubine(s) of Rego Draz
Fire and Blood Vol. 1,282,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,US,1st of the 12 Kingslanders responsable for Rego Draz's death
Fire and Blood Vol. 1,282,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,US,1st of the 12 Kingslanders responsable for Rego Draz's death
Fire and Blood Vol. 1,282,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,US,1st of the 12 Kingslanders responsable for Rego Draz's death
Fire and Blood Vol. 1,282,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,US,1st of the 12 Kingslanders responsable for Rego Draz's death
Fire and Blood Vol. 1,282,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,US,1st of the 12 Kingslanders responsable for Rego Draz's death
Fire and Blood Vol. 1,282,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,US,1st of the 12 Kingslanders responsable for Rego Draz's death
Fire and Blood Vol. 1,282,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,US,1st of the 12 Kingslanders responsable for Rego Draz's death
Fire and Blood Vol. 1,282,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,US,1st of the 12 Kingslanders responsable for Rego Draz's death
Fire and Blood Vol. 1,282,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,US,1st of the 12 Kingslanders responsable for Rego Draz's death
Fire and Blood Vol. 1,282,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,US,1st of the 12 Kingslanders responsable for Rego Draz's death
Fire and Blood Vol. 1,282,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,US,1st of the 12 Kingslanders responsable for Rego Draz's death
Fire and Blood Vol. 1,282,"The Long Reign - Jaehaerys and Alysanne: Policy, Progeny and Pain",Archmaester Gyldayn,US,"12th of the 12 Kingslanders responsable for Rego Draz's death, a poxy man father of the barefoot girl"
