id,paragraphs,cleaned_paragraphs
3518,"Faced with a choice between “a dead father, cold in the ground, and a living woman, warm and willing in his arms, the boy showed surprising sense for one so highborn, and chose love over honor,” says Mushroom. Lyonel Hightower capitulated, agreeing to all the terms put forth by Lord Corlys, including the return of the Crown’s gold (to the fury of his cousin, Ser Myles Hightower, who had stolen a good part of that gold, though that tale need not concern us here). A great scandal ensued when the young lord then announced his intention to marry his father’s widow, and the reigning High Septon ultimately forbade the marriage as a form of incest, but even that could not keep these young lovers apart. Thereafter refusing to wed, the Lord of the Hightower and Defender of Oldtown kept the Lady Sam by his side as his paramour for the next thirteen years, fathering six children on her, and finally taking her as his wife when a new High Septon came to power in the Starry Sept and reversed the ruling of his predecessor.",Faced choice “ dead father cold ground living woman warm willing arms boy showed surprising sense one highborn chose love honor ” says Mushroom . Lyonel Hightower capitulated agreeing terms put forth Lord Corlys including return Crown ’ gold ( fury cousin Ser Myles Hightower stolen good part gold though tale need concern us ) . A great scandal ensued young lord announced intention marry father ’ widow reigning High Septon ultimately forbade marriage form incest even could keep young lovers apart . Thereafter refusing wed Lord Hightower Defender Oldtown kept Lady Sam side paramour next thirteen years fathering six children finally taking wife new High Septon came power Starry Sept reversed ruling predecessor .
3519,"Let us leave the Hightower now and return once more to King’s Landing, where Lord Cregan Stark found all his plans for war undone by the Three Widows. “Other voices were making themselves heard as",Let us leave Hightower return King ’ Landing Lord Cregan Stark found plans war undone Three Widows . “ Other voices making heard
3521,"well, gentler voices that echoed softly through the halls of the Red Keep,” says Mushroom. The Maiden of the Vale had arrived from Gulltown, bringing her own ward, the Lady Rhaena Targaryen, with a dragon on her shoulder. The smallfolk of King’s Landing, who not a year before had slaughtered every dragon in the city, now became rapturous at the sight of one. Lady Rhaena and her twin sister, Baela, became the darlings of the city overnight. Lord Stark could not confine them to the castle, as he had Prince Aegon, and he soon learned that he could not control them either. When they demanded to be allowed to see “our beloved brother,” Lady Arryn gave them her support, and the Wolf of Winterfell yielded (“somewhat grudgingly,” says Mushroom).",well gentler voices echoed softly halls Red Keep ” says Mushroom . The Maiden Vale arrived Gulltown bringing ward Lady Rhaena Targaryen dragon shoulder . The smallfolk King ’ Landing year slaughtered every dragon city became rapturous sight one . Lady Rhaena twin sister Baela became darlings city overnight . Lord Stark could confine castle Prince Aegon soon learned could control either . When demanded allowed see “ beloved brother ” Lady Arryn gave support Wolf Winterfell yielded ( “ somewhat grudgingly ” says Mushroom ) .
3522,"The False Dawn had come and gone, and now the Hour of the Wolf (as Grand Maester Munkun names it) was waning too. The situation and the city were both slipping from the hands of Cregan Stark. When Lord Leowyn Corbray and his brother arrived in King’s Landing and joined the ruling council, adding their voices to those of Lady Arryn and the Lads, the Wolf of Winterfell oft found himself at odds with all of them. Here and there throughout the realm a few stubborn loyalists still flew Aegon II’s golden dragon, but they were of little significance; the Dance was done, the others all agreed, it was time to make the peace and set the realm to rights.",The False Dawn come gone Hour Wolf ( Grand Maester Munkun names ) waning . The situation city slipping hands Cregan Stark . When Lord Leowyn Corbray brother arrived King ’ Landing joined ruling council adding voices Lady Arryn Lads Wolf Winterfell oft found odds . Here throughout realm stubborn loyalists still flew Aegon II ’ golden dragon little significance ; Dance done others agreed time make peace set realm rights .
3523,"On one point Lord Cregan remained adamant, however; the king’s killers must not go unpunished. Unworthy as King Aegon II might have been, his murder was high treason, and those responsible must answer for it. So fierce was his demeanor, so unyielding, that the others gave way before him. “Let it be on your head, Stark,” Kermit Tully said. “I want no part of this, but I will not have it said that Riverrun stood in the way of justice.”",On one point Lord Cregan remained adamant however ; king ’ killers must go unpunished . Unworthy King Aegon II might murder high treason responsible must answer . So fierce demeanor unyielding others gave way . “ Let head Stark ” Kermit Tully said . “ I want part I said Riverrun stood way justice . ”
3524,"No lord had the right to put another lord to death, so it was first necessary for Prince Aegon to make Lord Stark the King’s Hand, with full authority to act in his name. This was done. Lord Cregan did all the rest, whilst the others stood aside. He did not presume to sit the Iron Throne, but on a simple wooden bench beneath it. One by one the men suspected of having played a part in the poisoning of King Aegon II were brought before him.",No lord right put another lord death first necessary Prince Aegon make Lord Stark King ’ Hand full authority act name . This done . Lord Cregan rest whilst others stood aside . He presume sit Iron Throne simple wooden bench beneath . One one men suspected played part poisoning King Aegon II brought .
3525,"Septon Eustace was the first brought up, and the first released; there was no proof against him. Grand Maester Orwyle was less fortunate, for he had confessed under torture to having given the poison to the",Septon Eustace first brought first released ; proof . Grand Maester Orwyle less fortunate confessed torture given poison
3527,"Clubfoot. “My lord, I did not know what it was for,” Orwyle protested. “Nor did you ask,” Lord Stark replied. “You did not wish to know.” The Grand Maester was judged to be complicit and sentenced to death.",Clubfoot . “ My lord I know ” Orwyle protested . “ Nor ask ” Lord Stark replied . “ You wish know. ” The Grand Maester judged complicit sentenced death .
3528,"Ser Gyles Belgrave was also put down for death; if he had not put the poison in the king’s wine himself, he had allowed it to happen through carelessness or willful blindness. “No knight of the Kingsguard should outlive his king when that king dies by violence,” Stark declared. Three of Belgrave’s Sworn Brothers had been present at King Aegon’s death and were similarly condemned, though their complicity in the plot could not be proved (the three Kingsguard who were not in the city were judged innocent).",Ser Gyles Belgrave also put death ; put poison king ’ wine allowed happen carelessness willful blindness . “ No knight Kingsguard outlive king king dies violence ” Stark declared . Three Belgrave ’ Sworn Brothers present King Aegon ’ death similarly condemned though complicity plot could proved ( three Kingsguard city judged innocent ) .
3529,"Twenty-two lesser personages were also found to have played some part in King Aegon’s murder. His Grace’s litter-bearers were amongst them, along with the king’s herald, the keeper of the royal wine cellars, and the serving man whose task it was to make certain the king’s flagon was always full. All were marked down for death. So too were the men who had put the king’s food taster Ummet to the sword (Mushroom himself gave evidence against them), together with those responsible for cutting down Tom Tangletongue and drowning his father in ale. Most of these were gutter knights, sellswords, masterless men-at-arms, and scum of the streets who had been granted their dubious knighthood by Ser Perkin the Flea during the turmoil. To a man, each of them insisted that they had been acting on Ser Perkin’s orders.",Twenty-two lesser personages also found played part King Aegon ’ murder . His Grace ’ litter-bearers amongst along king ’ herald keeper royal wine cellars serving man whose task make certain king ’ flagon always full . All marked death . So men put king ’ food taster Ummet sword ( Mushroom gave evidence ) together responsible cutting Tom Tangletongue drowning father ale . Most gutter knights sellswords masterless men-at-arms scum streets granted dubious knighthood Ser Perkin Flea turmoil . To man insisted acting Ser Perkin ’ orders .
